,text,emotion,clean_text
14508,i sure hope we do as i feel very isolated without any contact with home,sadness,sure hope isolated without contact home
14509,i make a mistake i cringe feel idiotic and become filled with self loathing,sadness,make mistake cringe idiotic become filled self loathing
14510,i feel like a fake a fraud a hypocrite,sadness,like fake fraud hypocrite
14511,i hate you for making me feel unimportant,sadness,hate making unimportant
14512,i have definitely seen and felt many blessings from heavenly father especially on the days when things feel gloomy and lonely while mike is away working hard for our future,sadness,definitely seen many blessings heavenly father especially days things gloomy lonely mike away working hard future
14513,i feel so fake,sadness,fake
14514,i am in italy and i feel as useless as i could possibly feel i need to occupy my time not to get crazy,sadness,italy useless could possibly need occupy get crazy
14515,i feel like theyre being rude in the first place and as long as you arent snappy about it you have every right to ask him not to touch you,anger,like theyre rude first place long arent snappy every right ask touch
14516,i had a good sleep believe it or not but still woke up feeling groggy and out of sorts,sadness,good sleep believe still woke groggy sorts
14517,im not feeling so well right now so ill write some other day,joy,well right write day
14518,i am feeling adventurous then ill definitely go visit some of the bayou swamp areas and enjoy the beautiful cypress trees and wildlife,joy,adventurous definitely go visit bayou swamp areas enjoy beautiful cypress trees wildlife
14519,i feel a bit lost today,sadness,bit lost today
14520,i am feeling ever so homesick,sadness,ever homesick
14521,i currently feel like crap but have to at least show my face at work lest they get suspicious at my ringing in sick the day after my holidays,fear,currently like crap least show face work lest get suspicious ringing sick day holidays
14522,i feel tortured so much,fear,tortured much
14523,i describe this it is so wonderful i can close my eyes and remember the cool feel in my mouth with a rich creaminess but lightness,joy,describe wonderful close eyes remember cool mouth rich creaminess lightness
14524,i feel like the time has come a fearless rescue from everyone who made you the master,joy,like come fearless rescue everyone made master
14525,im feeling very angry kind of sad tired and bored today,anger,angry sad tired bored today
14526,im feeling hopeful and grateful,joy,hopeful grateful
14527,i am good at something that i feel passionate about and all of the other students that graduate this year are in the same boat what happens after,love,good something passionate students graduate year boat happens
